PSurfaceNone|setTitle|String|title|void
PSurfaceNone|setIcon|PImage|image|void
PSurfaceNone|setVisible|boolean|visible|void
PSurfaceNone|setResizable|boolean|resizable|void
PSurfaceNone|placeWindow|int[],int[]|location,editorLocation|void
PSurfaceNone|placePresent|int|stopColor|void
PSurfaceNone|setupExternalMessages|||void
PSurfaceNone|setAlwaysOnTop|boolean|always|void
PSurfaceNone|setLocation|int,int|x,y|void
PSurfaceNone|setSize|int,int|wide,high|void
PSurfaceNone|setCursor|int|kind|void
PSurfaceNone|setCursor|PImage,int,int|image,hotspotX,hotspotY|void
PSurfaceNone|showCursor|||void
PSurfaceNone|hideCursor|||void
PSurfaceNone|openLink|String|url|boolean
PSurfaceNone|createThread|||Thread
PSurfaceNone|startThread|||void
PSurfaceNone|stopThread|||boolean
PSurfaceNone|isStopped|||boolean
PSurfaceNone|pauseThread|||void
PSurfaceNone|checkPause|||void
PSurfaceNone|resumeThread|||void
PSurfaceNone|setFrameRate|float|fps|void
AnimationThread|callDraw|||void
AnimationThread|run|||void
PSurface|initOffscreen|PApplet|sketch|void
PSurface|initFrame|PApplet|sketch|void
PSurface|loadImage|String,Object[]|path,args|PImage
PSurface|selectInput|String,String,File,Object|prompt,callback,file,callbackObject|void
PSurface|selectOutput|String,String,File,Object|prompt,callback,file,callbackObject|void
PSurface|selectFolder|String,String,File,Object|prompt,callback,file,callbackObject|void
PSurface|getNative|||Object
PSurface|setTitle|String|title|void
PSurface|setVisible|boolean|visible|void
PSurface|setResizable|boolean|resizable|void
PSurface|setAlwaysOnTop|boolean|always|void
PSurface|setIcon|PImage|icon|void
PSurface|placeWindow|int[],int[]|location,editorLocation|void
PSurface|placePresent|int|stopColor|void
PSurface|setupExternalMessages|||void
PSurface|setLocation|int,int|x,y|void
PSurface|setSize|int,int|width,height|void
PSurface|setFrameRate|float|fps|void
PSurface|setCursor|int|kind|void
PSurface|setCursor|PImage,int,int|image,hotspotX,hotspotY|void
PSurface|showCursor|||void
PSurface|hideCursor|||void
PSurface|openLink|String|url|boolean
PSurface|startThread|||void
PSurface|pauseThread|||void
PSurface|resumeThread|||void
PSurface|stopThread|||boolean
PSurface|isStopped|||boolean
PShapeSVG|setParent|PShapeSVG|parent|void
PShapeSVG|createShape|PShapeSVG,XML,boolean|parent,properties,parseKids|PShapeSVG
PShapeSVG|parseChildren|XML|graphics|void
PShapeSVG|parseChild|XML|elem|PShape
PShapeSVG|parseLine|||void
PShapeSVG|parseEllipse|boolean|circle|void
PShapeSVG|parseRect|||void
PShapeSVG|parseImage|||void
PShapeSVG|parsePoly|boolean|close|void
PShapeSVG|parsePath|||void
PShapeSVG|parsePathVertex|float,float|x,y|void
PShapeSVG|parsePathCode|int|what|void
PShapeSVG|parsePathMoveto|float,float|px,py|void
PShapeSVG|parsePathLineto|float,float|px,py|void
PShapeSVG|parsePathCurveto|float,float,float,float,float,float|x1,y1,x2,y2,x3,y3|void
PShapeSVG|parsePathQuadto|float,float,float,float|cx,cy,x2,y2|void
PShapeSVG|parsePathArcto|float,float,float,float,float,boolean,boolean,float,float|x1,y1,rx,ry,angle,fa,fs,x2,y2|void
PShapeSVG|parseTransform|String|matrixStr|PMatrix2D
PShapeSVG|parseSingleTransform|String|matrixStr|PMatrix2D
PShapeSVG|parseColors|XML|properties|void
PShapeSVG|setOpacity|String|opacityText|void
PShapeSVG|setStrokeWeight|String|lineweight|void
PShapeSVG|setStrokeOpacity|String|opacityText|void
PShapeSVG|setStrokeJoin|String|linejoin|void
PShapeSVG|setStrokeCap|String|linecap|void
PShapeSVG|setFillOpacity|String|opacityText|void
PShapeSVG|setColor|String,boolean|colorText,isFill|void
PShapeSVG|parseSimpleColor|String|colorText|int
PShapeSVG|parseRGB|String|what|int
PShapeSVG|parseStyleAttributes|String|style|StringDict
PShapeSVG|getFloatWithUnit|XML,String,float|element,attribute,relativeTo|float
PShapeSVG|parseUnitSize|String,float|text,relativeTo|float
PShapeSVG|parseFloatOrPercent|String|text|float
PShapeSVG|parseFont|XML|properties|PFont
PShapeSVG|createFont|String,int,float,boolean|name,weight,size,smooth|PFont
PShapeSVG|getChild|String|name|PShape
PShapeSVG|print|||void
FontGlyph|isLegit|||boolean
Font|drawShape|||void
Font|drawString|PGraphics,String,float,float,float|g,str,x,y,size|void
Font|drawChar|PGraphics,char,float,float,float|g,c,x,y,size|void
Font|textWidth|String,float|str,size|float
LineOfText|drawImpl|PGraphics|g|void
PShapeOBJ|addChildren|OBJFace>,OBJMaterial>,PVector>,PVector>,PVector>|faces,materials,coords,normals,texcoords|void
PShapeOBJ|parseOBJ|PApplet,String,BufferedReader,OBJFace>,OBJMaterial>,PVector>,PVector>,PVector>|parent,path,reader,faces,materials,coords,normals,texcoords|void
PShapeOBJ|parseMTL|PApplet,String,String,BufferedReader,OBJMaterial>,Integer>|parent,mtlfn,path,reader,materials,materialsHash|void
PShapeOBJ|addMaterial|String,OBJMaterial>,Integer>|mtlname,materials,materialsHash|OBJMaterial
PShapeOBJ|rgbaValue|PVector|color|int
PShapeOBJ|rgbaValue|PVector,float|color,alpha|int
PShapeOBJ|getBasePath|PApplet,String|parent,filename|String
PShape|setFamily|int|family|void
PShape|setKind|int|kind|void
PShape|setName|String|name|void
PShape|getName|||String
PShape|isVisible|||boolean
PShape|setVisible|boolean|visible|void
PShape|disableStyle|||void
PShape|enableStyle|||void
PShape|getWidth|||float
PShape|getHeight|||float
PShape|getDepth|||float
PShape|is2D|||boolean
PShape|is3D|||boolean
PShape|set3D|boolean|val|void
PShape|textureMode|int|mode|void
PShape|texture|PImage|tex|void
PShape|noTexture|||void
PShape|solid|boolean|solid|void
PShape|beginContour|||void
PShape|beginContourImpl|||void
PShape|endContour|||void
PShape|endContourImpl|||void
PShape|vertex|float,float|x,y|void
PShape|vertex|float,float,float,float|x,y,u,v|void
PShape|vertex|float,float,float|x,y,z|void
PShape|vertex|float,float,float,float,float|x,y,z,u,v|void
PShape|normal|float,float,float|nx,ny,nz|void
PShape|attribPosition|String,float,float,float|name,x,y,z|void
PShape|attribNormal|String,float,float,float|name,nx,ny,nz|void
PShape|attribColor|String,int|name,color|void
PShape|attrib|String,float[]|name,values|void
PShape|attrib|String,int[]|name,values|void
PShape|attrib|String,boolean[]|name,values|void
PShape|beginShape|||void
PShape|beginShape|int|kind|void
PShape|endShape|||void
PShape|endShape|int|mode|void
PShape|strokeWeight|float|weight|void
PShape|strokeJoin|int|join|void
PShape|strokeCap|int|cap|void
PShape|noFill|||void
PShape|fill|int|rgb|void
PShape|fill|int,float|rgb,alpha|void
PShape|fill|float|gray|void
PShape|fill|float,float|gray,alpha|void
PShape|fill|float,float,float|x,y,z|void
PShape|fill|float,float,float,float|x,y,z,a|void
PShape|noStroke|||void
PShape|stroke|int|rgb|void
PShape|stroke|int,float|rgb,alpha|void
PShape|stroke|float|gray|void
PShape|stroke|float,float|gray,alpha|void
PShape|stroke|float,float,float|x,y,z|void
PShape|stroke|float,float,float,float|x,y,z,alpha|void
PShape|noTint|||void
PShape|tint|int|rgb|void
PShape|tint|int,float|rgb,alpha|void
PShape|tint|float|gray|void
PShape|tint|float,float|gray,alpha|void
PShape|tint|float,float,float|x,y,z|void
PShape|tint|float,float,float,float|x,y,z,alpha|void
PShape|ambient|int|rgb|void
PShape|ambient|float|gray|void
PShape|ambient|float,float,float|x,y,z|void
PShape|specular|int|rgb|void
PShape|specular|float|gray|void
PShape|specular|float,float,float|x,y,z|void
PShape|emissive|int|rgb|void
PShape|emissive|float|gray|void
PShape|emissive|float,float,float|x,y,z|void
PShape|shininess|float|shine|void
PShape|bezierDetail|int|detail|void
PShape|bezierVertex|float,float,float,float,float,float|x2,y2,x3,y3,x4,y4|void
PShape|bezierVertex|float,float,float,float,float,float,float,float,float|x2,y2,z2,x3,y3,z3,x4,y4,z4|void
PShape|quadraticVertex|float,float,float,float|cx,cy,x3,y3|void
PShape|quadraticVertex|float,float,float,float,float,float|cx,cy,cz,x3,y3,z3|void
PShape|curveDetail|int|detail|void
PShape|curveTightness|float|tightness|void
PShape|curveVertex|float,float|x,y|void
PShape|curveVertex|float,float,float|x,y,z|void
PShape|pre|PGraphics|g|void
PShape|styles|PGraphics|g|void
PShape|post|PGraphics|g|void
PShape|createShape|PApplet,PShape|parent,src|PShape
PShape|copyGroup|PApplet,PShape,PShape|parent,src,dest|void
PShape|copyPrimitive|PShape,PShape|src,dest|void
PShape|copyGeometry|PShape,PShape|src,dest|void
PShape|copyPath|PShape,PShape|src,dest|void
PShape|copyMatrix|PShape,PShape|src,dest|void
PShape|copyStyles|PShape,PShape|src,dest|void
PShape|copyImage|PShape,PShape|src,dest|void
PShape|draw|PGraphics|g|void
PShape|drawImpl|PGraphics|g|void
PShape|drawGroup|PGraphics|g|void
PShape|drawPrimitive|PGraphics|g|void
PShape|drawGeometry|PGraphics|g|void
PShape|drawPath|PGraphics|g|void
PShape|loadImage|PGraphics|g|void
PShape|loadFileSystemImage|PGraphics|g|void
PShape|loadBase64Image|||void
PShape|parseBase64Image|String|imagePath|PImage
PShape|getParent|||PShape
PShape|getChildCount|||int
PShape|crop|||void
PShape|getChildren|||PShape[]
PShape|getChild|int|index|PShape
PShape|getChild|String|target|PShape
PShape|findChild|String|target|PShape
PShape|addChild|PShape|who|void
PShape|addChild|PShape,int|who,idx|void
PShape|removeChild|int|idx|void
PShape|addName|String,PShape|nom,shape|void
PShape|getChildIndex|PShape|who|int
PShape|getTessellation|||PShape
PShape|getFamily|||int
PShape|getKind|||int
PShape|getParams|||float[]
PShape|getParams|float[]|target|float[]
PShape|getParam|int|index|float
PShape|setParams|float[]|source|void
PShape|setPath|int,float[][]|vcount,verts|void
PShape|setPath|int,float[][],int,int[]|vcount,verts,ccount,codes|void
PShape|getVertexCount|||int
PShape|getVertex|int|index|PVector
PShape|getVertex|int,PVector|index,vec|PVector
PShape|getVertexX|int|index|float
PShape|getVertexY|int|index|float
PShape|getVertexZ|int|index|float
PShape|setVertex|int,float,float|index,x,y|void
PShape|setVertex|int,float,float,float|index,x,y,z|void
PShape|setVertex|int,PVector|index,vec|void
PShape|getNormal|int|index|PVector
PShape|getNormal|int,PVector|index,vec|PVector
PShape|getNormalX|int|index|float
PShape|getNormalY|int|index|float
PShape|getNormalZ|int|index|float
PShape|setNormal|int,float,float,float|index,nx,ny,nz|void
PShape|setAttrib|String,int,float[]|name,index,values|void
PShape|setAttrib|String,int,int[]|name,index,values|void
PShape|setAttrib|String,int,boolean[]|name,index,values|void
PShape|getTextureU|int|index|float
PShape|getTextureV|int|index|float
PShape|setTextureUV|int,float,float|index,u,v|void
PShape|setTextureMode|int|mode|void
PShape|setTexture|PImage|tex|void
PShape|getFill|int|index|int
PShape|setFill|boolean|fill|void
PShape|setFill|int|fill|void
PShape|setFill|int,int|index,fill|void
PShape|getTint|int|index|int
PShape|setTint|boolean|tint|void
PShape|setTint|int|fill|void
PShape|setTint|int,int|index,tint|void
PShape|getStroke|int|index|int
PShape|setStroke|boolean|stroke|void
PShape|setStroke|int|stroke|void
PShape|setStroke|int,int|index,stroke|void
PShape|getStrokeWeight|int|index|float
PShape|setStrokeWeight|float|weight|void
PShape|setStrokeWeight|int,float|index,weight|void
PShape|setStrokeJoin|int|join|void
PShape|setStrokeCap|int|cap|void
PShape|getAmbient|int|index|int
PShape|setAmbient|int|ambient|void
PShape|setAmbient|int,int|index,ambient|void
PShape|getSpecular|int|index|int
PShape|setSpecular|int|specular|void
PShape|setSpecular|int,int|index,specular|void
PShape|getEmissive|int|index|int
PShape|setEmissive|int|emissive|void
PShape|setEmissive|int,int|index,emissive|void
PShape|getShininess|int|index|float
PShape|setShininess|float|shine|void
PShape|setShininess|int,float|index,shine|void
PShape|getVertexCodes|||int[]
PShape|getVertexCodeCount|||int
PShape|getVertexCode|int|index|int
PShape|isClosed|||boolean
PShape|contains|float,float|x,y|boolean
PShape|translate|float,float|x,y|void
PShape|translate|float,float,float|x,y,z|void
PShape|rotateX|float|angle|void
PShape|rotateY|float|angle|void
PShape|rotateZ|float|angle|void
PShape|rotate|float|angle|void
PShape|rotate|float,float,float,float|angle,v0,v1,v2|void
PShape|scale|float|s|void
PShape|scale|float,float|x,y|void
PShape|scale|float,float,float|x,y,z|void
PShape|resetMatrix|||void
PShape|applyMatrix|PMatrix|source|void
PShape|applyMatrix|PMatrix2D|source|void
PShape|applyMatrix|float,float,float,float,float,float|n00,n01,n02,n10,n11,n12|void
PShape|applyMatrix|PMatrix3D|source|void
PShape|applyMatrix|float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float|n00,n01,n02,n03,n10,n11,n12,n13,n20,n21,n22,n23,n30,n31,n32,n33|void
PShape|checkMatrix|int|dimensions|void
PShape|colorMode|int|mode|void
PShape|colorMode|int,float|mode,max|void
PShape|colorMode|int,float,float,float|mode,maxX,maxY,maxZ|void
PShape|colorMode|int,float,float,float,float|mode,maxX,maxY,maxZ,maxA|void
PShape|colorCalc|int|rgb|void
PShape|colorCalc|int,float|rgb,alpha|void
PShape|colorCalc|float|gray|void
PShape|colorCalc|float,float|gray,alpha|void
PShape|colorCalc|float,float,float|x,y,z|void
PShape|colorCalc|float,float,float,float|x,y,z,a|void
PShape|colorCalcARGB|int,float|argb,alpha|void
PMatrix3D|reset|||void
PMatrix3D|get|||PMatrix3D
PMatrix3D|get|float[]|target|float[]
PMatrix3D|set|PMatrix|matrix|void
PMatrix3D|set|float[]|source|void
PMatrix3D|set|float,float,float,float,float,float|m00,m01,m02,m10,m11,m12|void
PMatrix3D|set|float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float|m00,m01,m02,m03,m10,m11,m12,m13,m20,m21,m22,m23,m30,m31,m32,m33|void
PMatrix3D|translate|float,float|tx,ty|void
PMatrix3D|translate|float,float,float|tx,ty,tz|void
PMatrix3D|rotate|float|angle|void
PMatrix3D|rotateX|float|angle|void
PMatrix3D|rotateY|float|angle|void
PMatrix3D|rotateZ|float|angle|void
PMatrix3D|rotate|float,float,float,float|angle,v0,v1,v2|void
PMatrix3D|scale|float|s|void
PMatrix3D|scale|float,float|sx,sy|void
PMatrix3D|scale|float,float,float|x,y,z|void
PMatrix3D|shearX|float|angle|void
PMatrix3D|shearY|float|angle|void
PMatrix3D|apply|PMatrix|source|void
PMatrix3D|apply|PMatrix2D|source|void
PMatrix3D|apply|PMatrix3D|source|void
PMatrix3D|apply|float,float,float,float,float,float|n00,n01,n02,n10,n11,n12|void
PMatrix3D|apply|float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float|n00,n01,n02,n03,n10,n11,n12,n13,n20,n21,n22,n23,n30,n31,n32,n33|void
PMatrix3D|preApply|PMatrix2D|left|void
PMatrix3D|preApply|PMatrix|source|void
PMatrix3D|preApply|PMatrix3D|left|void
PMatrix3D|preApply|float,float,float,float,float,float|n00,n01,n02,n10,n11,n12|void
PMatrix3D|preApply|float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float|n00,n01,n02,n03,n10,n11,n12,n13,n20,n21,n22,n23,n30,n31,n32,n33|void
PMatrix3D|mult|PVector,PVector|source,target|PVector
PMatrix3D|mult|float[],float[]|source,target|float[]
PMatrix3D|multX|float,float|x,y|float
PMatrix3D|multY|float,float|x,y|float
PMatrix3D|multX|float,float,float|x,y,z|float
PMatrix3D|multY|float,float,float|x,y,z|float
PMatrix3D|multZ|float,float,float|x,y,z|float
PMatrix3D|multW|float,float,float|x,y,z|float
PMatrix3D|multX|float,float,float,float|x,y,z,w|float
PMatrix3D|multY|float,float,float,float|x,y,z,w|float
PMatrix3D|multZ|float,float,float,float|x,y,z,w|float
PMatrix3D|multW|float,float,float,float|x,y,z,w|float
PMatrix3D|transpose|||void
PMatrix3D|invert|||boolean
PMatrix3D|determinant3x3|float,float,float,float,float,float,float,float,float|t00,t01,t02,t10,t11,t12,t20,t21,t22|float
PMatrix3D|determinant|||float
PMatrix3D|invTranslate|float,float,float|tx,ty,tz|void
PMatrix3D|invRotateX|float|angle|void
PMatrix3D|invRotateY|float|angle|void
PMatrix3D|invRotateZ|float|angle|void
PMatrix3D|invRotate|float,float,float,float|angle,v0,v1,v2|void
PMatrix3D|invScale|float,float,float|x,y,z|void
PMatrix3D|invApply|float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float|n00,n01,n02,n03,n10,n11,n12,n13,n20,n21,n22,n23,n30,n31,n32,n33|boolean
PMatrix3D|print|||void
PMatrix3D|max|float,float|a,b|float
PMatrix3D|abs|float|a|float
PMatrix3D|sin|float|angle|float
PMatrix3D|cos|float|angle|float
PMatrix2D|reset|||void
PMatrix2D|get|||PMatrix2D
PMatrix2D|get|float[]|target|float[]
PMatrix2D|set|PMatrix|matrix|void
PMatrix2D|set|PMatrix3D|src|void
PMatrix2D|set|float[]|source|void
PMatrix2D|set|float,float,float,float,float,float|m00,m01,m02,m10,m11,m12|void
PMatrix2D|set|float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float|m00,m01,m02,m03,m10,m11,m12,m13,m20,m21,m22,m23,m30,m31,m32,m33|void
PMatrix2D|translate|float,float|tx,ty|void
PMatrix2D|translate|float,float,float|x,y,z|void
PMatrix2D|rotate|float|angle|void
PMatrix2D|rotateX|float|angle|void
PMatrix2D|rotateY|float|angle|void
PMatrix2D|rotateZ|float|angle|void
PMatrix2D|rotate|float,float,float,float|angle,v0,v1,v2|void
PMatrix2D|scale|float|s|void
PMatrix2D|scale|float,float|sx,sy|void
PMatrix2D|scale|float,float,float|x,y,z|void
PMatrix2D|shearX|float|angle|void
PMatrix2D|shearY|float|angle|void
PMatrix2D|apply|PMatrix|source|void
PMatrix2D|apply|PMatrix2D|source|void
PMatrix2D|apply|PMatrix3D|source|void
PMatrix2D|apply|float,float,float,float,float,float|n00,n01,n02,n10,n11,n12|void
PMatrix2D|apply|float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float|n00,n01,n02,n03,n10,n11,n12,n13,n20,n21,n22,n23,n30,n31,n32,n33|void
PMatrix2D|preApply|PMatrix|source|void
PMatrix2D|preApply|PMatrix2D|left|void
PMatrix2D|preApply|PMatrix3D|left|void
PMatrix2D|preApply|float,float,float,float,float,float|n00,n01,n02,n10,n11,n12|void
PMatrix2D|preApply|float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float|n00,n01,n02,n03,n10,n11,n12,n13,n20,n21,n22,n23,n30,n31,n32,n33|void
PMatrix2D|mult|PVector,PVector|source,target|PVector
PMatrix2D|mult|float[],float[]|vec,out|float[]
PMatrix2D|multX|float,float|x,y|float
PMatrix2D|multY|float,float|x,y|float
PMatrix2D|transpose|||void
PMatrix2D|invert|||boolean
PMatrix2D|determinant|||float
PMatrix2D|print|||void
PMatrix2D|isIdentity|||boolean
PMatrix2D|isWarped|||boolean
PMatrix2D|max|float,float|a,b|float
PMatrix2D|abs|float|a|float
PMatrix2D|sin|float|angle|float
PMatrix2D|cos|float|angle|float
PMatrix2D|tan|float|angle|float
PMatrix|reset|||void
PMatrix|get|||PMatrix
PMatrix|get|float[]|target|float[]
PMatrix|set|PMatrix|src|void
PMatrix|set|float[]|source|void
PMatrix|set|float,float,float,float,float,float|m00,m01,m02,m10,m11,m12|void
PMatrix|set|float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float|m00,m01,m02,m03,m10,m11,m12,m13,m20,m21,m22,m23,m30,m31,m32,m33|void
PMatrix|translate|float,float|tx,ty|void
PMatrix|translate|float,float,float|tx,ty,tz|void
PMatrix|rotate|float|angle|void
PMatrix|rotateX|float|angle|void
PMatrix|rotateY|float|angle|void
PMatrix|rotateZ|float|angle|void
PMatrix|rotate|float,float,float,float|angle,v0,v1,v2|void
PMatrix|scale|float|s|void
PMatrix|scale|float,float|sx,sy|void
PMatrix|scale|float,float,float|x,y,z|void
PMatrix|shearX|float|angle|void
PMatrix|shearY|float|angle|void
PMatrix|apply|PMatrix|source|void
PMatrix|apply|PMatrix2D|source|void
PMatrix|apply|PMatrix3D|source|void
PMatrix|apply|float,float,float,float,float,float|n00,n01,n02,n10,n11,n12|void
PMatrix|apply|float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float|n00,n01,n02,n03,n10,n11,n12,n13,n20,n21,n22,n23,n30,n31,n32,n33|void
PMatrix|preApply|PMatrix|left|void
PMatrix|preApply|PMatrix2D|left|void
PMatrix|preApply|PMatrix3D|left|void
PMatrix|preApply|float,float,float,float,float,float|n00,n01,n02,n10,n11,n12|void
PMatrix|preApply|float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float|n00,n01,n02,n03,n10,n11,n12,n13,n20,n21,n22,n23,n30,n31,n32,n33|void
PMatrix|mult|PVector,PVector|source,target|PVector
PMatrix|mult|float[],float[]|source,target|float[]
PMatrix|transpose|||void
PMatrix|invert|||boolean
PMatrix|determinant|||float
PImage|init|int,int,int|width,height,format|void
PImage|init|int,int,int,int|width,height,format,factor|void
PImage|checkAlpha|||void
PImage|initFromPixels|int,int,int[],int,int|width,height,pixels,format,factor|void
PImage|getNative|||Object
PImage|isModified|||boolean
PImage|setModified|||void
PImage|setModified|boolean|m|void
PImage|getModifiedX1|||int
PImage|getModifiedX2|||int
PImage|getModifiedY1|||int
PImage|getModifiedY2|||int
PImage|loadPixels|||void
PImage|updatePixels|||void
PImage|updatePixels|int,int,int,int|x,y,w,h|void
PImage|clone|||Object
PImage|resize|int,int|w,h|void
PImage|isLoaded|||boolean
PImage|setLoaded|||void
PImage|setLoaded|boolean|l|void
PImage|get|int,int|x,y|int
PImage|get|int,int,int,int|x,y,w,h|PImage
PImage|get|||PImage
PImage|copy|||PImage
PImage|getImpl|int,int,int,int,PImage,int,int|sourceX,sourceY,sourceWidth,sourceHeight,target,targetX,targetY|void
PImage|set|int,int,int|x,y,c|void
PImage|set|int,int,PImage|x,y,img|void
PImage|setImpl|PImage,int,int,int,int,int,int|sourceImage,sourceX,sourceY,sourceWidth,sourceHeight,targetX,targetY|void
PImage|mask|int[]|maskArray|void
PImage|mask|PImage|img|void
PImage|filter|int|kind|void
PImage|filter|int,float|kind,param|void
PImage|opaque|||void
PImage|buildBlurKernel|float|r|void
PImage|blurAlpha|float|r|void
PImage|blurRGB|float|r|void
PImage|blurARGB|float|r|void
PImage|dilate|||void
PImage|erode|||void
PImage|copy|int,int,int,int,int,int,int,int|sx,sy,sw,sh,dx,dy,dw,dh|void
PImage|copy|PImage,int,int,int,int,int,int,int,int|src,sx,sy,sw,sh,dx,dy,dw,dh|void
PImage|blendColor|int,int,int|c1,c2,mode|int
PImage|blend|int,int,int,int,int,int,int,int,int|sx,sy,sw,sh,dx,dy,dw,dh,mode|void
PImage|blend|PImage,int,int,int,int,int,int,int,int,int|src,sx,sy,sw,sh,dx,dy,dw,dh,mode|void
PImage|intersect|int,int,int,int,int,int,int,int|sx1,sy1,sx2,sy2,dx1,dy1,dx2,dy2|boolean
PImage|blit_resize|PImage,int,int,int,int,int[],int,int,int,int,int,int,int|img,srcX1,srcY1,srcX2,srcY2,destPixels,screenW,screenH,destX1,destY1,destX2,destY2,mode|void
PImage|filter_new_scanline|||void
PImage|filter_bilinear|||int
PImage|min|int,int|a,b|int
PImage|max|int,int|a,b|int
PImage|blend_blend|int,int|dst,src|int
PImage|blend_add_pin|int,int|dst,src|int
PImage|blend_sub_pin|int,int|dst,src|int
PImage|blend_lightest|int,int|dst,src|int
PImage|blend_darkest|int,int|dst,src|int
PImage|blend_difference|int,int|dst,src|int
PImage|blend_exclusion|int,int|dst,src|int
PImage|blend_multiply|int,int|dst,src|int
PImage|blend_screen|int,int|dst,src|int
PImage|blend_overlay|int,int|dst,src|int
PImage|blend_hard_light|int,int|dst,src|int
PImage|blend_soft_light|int,int|dst,src|int
PImage|blend_dodge|int,int|dst,src|int
PImage|blend_burn|int,int|dst,src|int
PImage|saveImpl|String|filename|boolean
PImage|loadTIFF|InputStream|input|PImage
PImage|saveTIFF|OutputStream|output|boolean
PImage|loadTGA|InputStream|input|PImage
PImage|saveTGA|OutputStream|output|boolean
PImage|save|String|filename|boolean
PGraphics|setParent|PApplet|parent|void
PGraphics|setPrimary|boolean|primary|void
PGraphics|setPath|String|path|void
PGraphics|setSize|int,int|w,h|void
PGraphics|dispose|||void
PGraphics|createSurface|||PSurface
PGraphics|setCache|PImage,Object|image,storage|void
PGraphics|getCache|PImage|image|Object
PGraphics|removeCache|PImage|image|void
PGraphics|beginDraw|||void
PGraphics|endDraw|||void
PGraphics|beginPGL|||PGL
PGraphics|endPGL|||void
PGraphics|flush|||void
PGraphics|checkSettings|||void
PGraphics|defaultSettings|||void
PGraphics|reapplySettings|||void
PGraphics|hint|int|which|void
PGraphics|beginShape|||void
PGraphics|beginShape|int|kind|void
PGraphics|edge|boolean|edge|void
PGraphics|normal|float,float,float|nx,ny,nz|void
